task,feature_access,feature_count,uses_simulator_privileged_features,label_shuffle,accuracy,precision,recall,safety_recall,f1,auroc,pr_auc,brier,ece,over_blocking_rate,threshold,rows,positive_rate,pr_auc_optimism_gap
risk_classification,Simulator-informed structured,53,True,False,0.716796875,0.6848609680741503,0.7082002129925452,0.7082002129925452,0.6963350785340314,0.7906882501673307,0.773313628702131,0.1860146173842938,0.0449908376416248,0.2759242560865644,0.5,2048,0.45849609375,0.0644537661669041
risk_classification,Deployable structured,39,False,False,0.65966796875,0.6559278350515464,0.5420660276890309,0.5420660276890309,0.5935860058309038,0.7261331673950473,0.7088598625352269,0.2097646010969989,0.0558878244267498,0.2407574391343552,0.54,2048,0.45849609375,0.0644537661669041
risk_classification,Deployable + text,41,False,False,0.65576171875,0.6341743119266054,0.5889243876464324,0.5889243876464324,0.6107123136388736,0.7080451259949815,0.6847177477865116,0.2169925795419064,0.0540769418422286,0.2876465284039675,0.52,2048,0.45849609375,0.0644537661669041
risk_classification,Label-shuffled negative control,39,False,True,0.51806640625,0.4230769230769231,0.1405750798722044,0.1405750798722044,0.211031175059952,0.4445988912480038,0.4287621449765306,0.2535108838348929,0.058365404732233,0.1623083859332732,0.53,2048,0.45849609375,0.0644537661669041
