scenario,architecture,nominal_reviewers,effective_reviewers,mean_reviewer_utilization,p95_reviewer_utilization,mean_p95_review_wait_minutes,p95_review_wait_minutes,mean_reviews_completed_after_day,capacity_guardrails_passed,current_nominal_reviewers,recommended_nominal_reviewers,is_recommended,capacity_status
prompt_attack_wave,solo_generalist,11,11,0.14642392676767677,0.150241856060606,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,solo_generalist,12,12,0.13422193287037035,0.13772170138888884,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,1,1,1.6106631944444443,1.652660416666666,288.85161666666653,305.3481999999997,42.333333333333336,False,1,3,False,ready
prompt_attack_wave,specialist_mesh,2,2,0.8053315972222221,0.826330208333333,16.97720833333331,23.289049999999946,4.0,False,1,3,False,ready
prompt_attack_wave,specialist_mesh,3,3,0.5368877314814814,0.5508868055555554,3.7627749999999995,6.13584999999999,2.8333333333333335,True,1,3,True,ready
prompt_attack_wave,specialist_mesh,4,4,0.40266579861111107,0.4131651041666665,0.6948416666666652,1.8731500000000099,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,5,5,0.3221326388888888,0.3305320833333332,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,6,6,0.2684438657407407,0.2754434027777777,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,7,7,0.230094742063492,0.23609434523809517,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,8,8,0.20133289930555553,0.20658255208333326,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,9,9,0.1789625771604938,0.18362893518518514,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,10,10,0.1610663194444444,0.1652660416666666,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,11,11,0.14642392676767677,0.150241856060606,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,specialist_mesh,12,12,0.13422193287037035,0.13772170138888884,0.0,0.0,2.6666666666666665,True,1,3,False,ready
prompt_attack_wave,manager_mesh,1,1,2.0278024305555555,2.120709375,468.2006333333332,510.77118749999994,73.66666666666667,False,2,3,False,ready
prompt_attack_wave,manager_mesh,2,2,1.0139012152777778,1.0603546875,44.877358333333284,76.53284999999998,14.166666666666666,False,2,3,False,ready
prompt_attack_wave,manager_mesh,3,3,0.6759341435185183,0.7069031250000001,5.446633333333345,7.047762500000022,4.833333333333333,True,2,3,True,ready
prompt_attack_wave,manager_mesh,4,4,0.5069506076388889,0.53017734375,0.5461583333333486,1.0891750000000153,4.666666666666667,True,2,3,False,ready
prompt_attack_wave,manager_mesh,5,5,0.40556048611111106,0.424141875,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,6,6,0.33796707175925916,0.35345156250000004,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,7,7,0.28968606150793647,0.30295848214285714,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,8,8,0.25347530381944444,0.265088671875,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,9,9,0.22531138117283953,0.235634375,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,10,10,0.20278024305555553,0.2120709375,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,11,11,0.18434567550505052,0.19279176136363638,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,manager_mesh,12,12,0.16898353587962958,0.17672578125000002,0.0,0.0,4.5,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,1,1,1.8718125,1.9575661458333333,398.4623166666667,439.2476374999999,67.83333333333333,False,2,3,False,ready
prompt_attack_wave,tiered_hybrid,2,2,0.93590625,0.9787830729166667,29.250158333333346,48.91900000000001,8.5,False,2,3,False,ready
prompt_attack_wave,tiered_hybrid,3,3,0.6239375,0.6525220486111111,5.370500000000001,7.324850000000032,4.333333333333333,True,2,3,True,ready
prompt_attack_wave,tiered_hybrid,4,4,0.467953125,0.48939153645833333,1.574741666666658,2.264474999999976,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,5,5,0.3743625,0.39151322916666664,0.049933333333332365,0.18644999999999184,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,6,6,0.31196875,0.32626102430555554,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,7,7,0.2674017857142857,0.2796523065476191,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,8,8,0.2339765625,0.24469576822916667,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,9,9,0.20797916666666671,0.21750734953703704,0.0,0.0,4.0,True,2,3,False,ready
