seed,architecture,scenario,arrivals,safe_completions,safe_completion_rate,sla_attainment_rate,critical_bypass_rate,unsafe_proposal_rate,unsafe_proposal_interception_rate,harmful_execution_rate,normal_overblock_rate,automation_rate,review_rate,p50_cycle_minutes,p95_cycle_minutes,p95_queue_wait_minutes,agent_utilization,reviewer_utilization,direct_cost_units,cost_per_safe_completion
20260831,manager_mesh,prompt_attack_wave,174,99,0.5689655172413793,0.5,0.1092436974789916,0.28735632183908044,0.62,0.10919540229885058,0.05,0.22413793103448276,0.7758620689655172,17.5,31.411399999999997,18.3207,0.5850954793240416,0.9626499402141867,98.29079999999999,0.9928363636363635
20260831,tiered_hybrid,prompt_attack_wave,174,98,0.5632183908045977,0.5517241379310345,0.12605042016806722,0.28735632183908044,0.66,0.09770114942528736,0.058333333333333334,0.22413793103448276,0.7758620689655172,13.048,23.4197,11.810799999999999,0.3470221463577075,0.8885999448130951,85.64439999999999,0.8739224489795917
20260831,governed_hybrid,prompt_attack_wave,174,99,0.5689655172413793,0.5574712643678161,0.01680672268907563,0.1839080459770115,0.9375,0.011494252873563218,0.1,0.22413793103448276,0.7758620689655172,13.4515,23.7867,11.8197,0.3712329937780126,0.8885999448130951,87.3844,0.882670707070707
20260901,solo_generalist,prompt_attack_wave,192,34,0.17708333333333334,0.09895833333333333,0.8923076923076924,0.7708333333333334,0.0,0.7708333333333334,0.007352941176470588,0.4427083333333333,0.5572916666666666,58.799499999999995,313.91959999999995,301.45944999999995,0.5948903237486474,1.6602671955638841,75.2743,2.21395
20260901,specialist_mesh,prompt_attack_wave,192,64,0.3333333333333333,0.19270833333333334,0.6307692307692307,0.578125,0.08108108108108109,0.53125,0.058823529411764705,0.4427083333333333,0.5572916666666666,59.601,314.7215999999999,301.1978,0.557709678514357,1.6602671955638841,81.0343,1.2661609375
20260901,manager_mesh,prompt_attack_wave,192,114,0.59375,0.4322916666666667,0.16923076923076924,0.28125,0.42592592592592593,0.16145833333333334,0.04411764705882353,0.25,0.75,22.0255,49.0678,35.998349999999995,0.6405847441405997,1.0474062848216117,107.3218,0.941419298245614
20260901,tiered_hybrid,prompt_attack_wave,192,118,0.6145833333333334,0.5104166666666666,0.046153846153846156,0.234375,0.8222222222222222,0.041666666666666664,0.08088235294117647,0.25,0.75,16.4225,33.78314999999998,22.39735,0.37993302066270057,0.9668365706045656,93.4532,0.7919762711864407
20260901,governed_hybrid,prompt_attack_wave,192,128,0.6666666666666666,0.546875,0.007692307692307693,0.15104166666666666,0.9655172413793104,0.005208333333333333,0.029411764705882353,0.25,0.75,16.775,34.160249999999984,22.41435,0.4064399755926565,0.9668365706045656,95.3732,0.745103125
20260902,solo_generalist,prompt_attack_wave,192,30,0.15625,0.06770833333333333,0.8636363636363636,0.8125,0.0,0.8125,0.016260162601626018,0.4635416666666667,0.5364583333333334,17.253500000000003,285.15094999999997,272.61775,0.5879440684788033,1.5803330472737962,72.2045,2.4068166666666664
20260902,specialist_mesh,prompt_attack_wave,192,51,0.265625,0.14583333333333334,0.6893939393939394,0.6822916666666666,0.061068702290076333,0.640625,0.024390243902439025,0.4635416666666667,0.5364583333333334,18.124,285.97195,272.38679999999994,0.5511975641988781,1.5803330472737962,77.96449999999999,1.5287156862745095
20260902,manager_mesh,prompt_attack_wave,192,103,0.5364583333333334,0.234375,0.14393939393939395,0.3333333333333333,0.578125,0.140625,0.04065040650406504,0.22395833333333334,0.7760416666666666,48.2545,94.51914999999997,82.18844999999997,0.6412212462696844,1.064663212764019,108.6455,1.0548106796116505
